date,iso_code,location,new_cases,new_cases_smoothed,reproduction_rate,icu_patients,hosp_patients,new_deaths
2021-03-11,ARE,United Arab Emirates,1391,1326.64,1.092,5.9,,4
2021-03-12,ARE,United Arab Emirates,1359,1338.63,1.359,,188.8,9
2021-03-13,ARE,United Arab Emirates,1330,1345.44,1.332,,,11
2021-03-14,ARE,United Arab Emirates,1336,1349.49,1.126,,,9
2021-03-15,ARE,United Arab Emirates,1342,1351.87,1.44,,,9
2021-03-16,ARE,United Arab Emirates,1363,1353.34,1.46,,233.9,7
2021-03-17,ARE,United Arab Emirates,1354,1354.15,1.215,,203.2,9
2021-03-18,ARE,United Arab Emirates,1376,1351.98,1.405,62.0,85.1,6
2021-03-19,ARE,United Arab Emirates,1364,1352.74,1.229,,94.7,6
2021-03-20,ARE,United Arab Emirates,1383,1360.29,1.302,,,6
2021-03-21,ARE,United Arab Emirates,1388,1367.69,1.198,,29.4,4
2021-03-22,ARE,United Arab Emirates,1379,1372.92,1.501,,,9
2021-03-23,ARE,United Arab Emirates,1383,1375.85,1.248,79.1,,6
2021-03-24,ARE,United Arab Emirates,1388,1380.72,1.288,64.1,459.4,4
2021-03-25,ARE,United Arab Emirates,1392,1382.97,1.205,65.8,,6
2021-03-26,ARE,United Arab Emirates,1409,1389.33,1.458,,185.5,4
2021-03-27,ARE,United Arab Emirates,1415,1393.84,1.458,,191.5,5
2021-03-28,ARE,United Arab Emirates,1479,1406.82,1.43,,,11
2021-03-29,ARE,United Arab Emirates,1422,1413.01,1.361,,,2
2021-03-30,ARE,United Arab Emirates,1410,1416.78,1.2,,,7
2021-03-31,ARE,United Arab Emirates,1413,1420.37,1.343,64.0,57.1,3
2021-04-01,ARE,United Arab Emirates,1416,1423.77,1.258,,150.2,7
2021-04-02,ARE,United Arab Emirates,1445,1428.96,1.387,40.4,,9
2021-04-03,ARE,United Arab Emirates,1474,1437.41,1.365,,,6
2021-04-04,ARE,United Arab Emirates,1500,1440.44,1.187,,285.6,9
2021-04-05,ARE,United Arab Emirates,1425,1440.86,,,104.0,7
2021-04-06,ARE,United Arab Emirates,1427,1443.34,,,,10
2021-04-07,ARE,United Arab Emirates,1441,1447.35,,84.0,,6
2021-04-08,ARE,United Arab Emirates,1533,1464.07,,,133.7,9
2021-04-09,ARE,United Arab Emirates,1437,1462.98,,,,4
2021-04-10,ARE,United Arab Emirates,1510,1468.21,,68.8,,6
2021-04-11,ARE,United Arab Emirates,1442,1459.95,,,263.5,6
2021-04-12,ARE,United Arab Emirates,1492,1469.53,,,190.2,6
2021-04-13,ARE,United Arab Emirates,1487,1478.02,,,,4
2021-04-14,ARE,United Arab Emirates,1444,1478.45,,,,12
2021-04-15,ARE,United Arab Emirates,1436,1464.6,,33.0,,3
2021-04-16,ARE,United Arab Emirates,1436,1464.37,,37.0,,12
2021-04-17,ARE,United Arab Emirates,1510,1464.33,,28.2,142.8,6
2021-04-18,ARE,United Arab Emirates,1479,1469.6,1.111,,,7
2021-04-19,ARE,United Arab Emirates,1435,1461.38,1.181,,225.7,11
2021-04-20,ARE,United Arab Emirates,1434,1453.89,1.24,21.9,213.4,5
2021-04-21,ARE,United Arab Emirates,1433,1452.34,1.326,,,4
2021-04-22,ARE,United Arab Emirates,1504,1462.12,1.178,,,4
2021-04-23,ARE,United Arab Emirates,1475,1467.71,1.326,,,10
2021-04-24,ARE,United Arab Emirates,1429,1456.16,1.01,,214.3,3
2021-04-25,ARE,United Arab Emirates,1438,1450.21,1.076,,314.3,5
2021-04-26,ARE,United Arab Emirates,1426,1448.91,1.233,70.6,,11
2021-04-27,ARE,United Arab Emirates,1424,1447.42,1.055,36.8,153.1,10
2021-04-28,ARE,United Arab Emirates,1488,1455.28,1.076,,226.3,6
2021-04-29,ARE,United Arab Emirates,1468,1450.11,1.138,,300.2,5
2021-04-30,ARE,United Arab Emirates,1433,1444.09,1.265,,,11
2021-05-01,ARE,United Arab Emirates,1414,1441.85,0.996,53.4,,4
2021-05-02,ARE,United Arab Emirates,1450,1443.68,1.2,,42.5,7
2021-05-03,ARE,United Arab Emirates,1407,1441.07,1.283,26.5,,5
2021-05-04,ARE,United Arab Emirates,1404,1438.27,1.158,,,10
2021-05-05,ARE,United Arab Emirates,1400,1425.75,1.138,,,6
2021-05-06,ARE,United Arab Emirates,1417,1418.45,1.212,,,10
2021-05-07,ARE,United Arab Emirates,1449,1420.75,1.15,59.3,,8
2021-05-08,ARE,United Arab Emirates,1389,1417.21,1.306,,199.1,5
2021-05-09,ARE,United Arab Emirates,1384,1407.79,1.053,,,6
2021-05-10,ARE,United Arab Emirates,1380,1403.88,1.156,,,8
2021-05-11,ARE,United Arab Emirates,1375,1399.79,1.179,61.0,218.1,9
2021-05-12,ARE,United Arab Emirates,1395,1399.0,1.118,62.5,,6
2021-05-13,ARE,United Arab Emirates,1403,1397.0,0.866,,,5
2021-05-14,ARE,United Arab Emirates,1360,1384.34,1.134,61.6,304.3,9
2021-05-15,ARE,United Arab Emirates,1458,1394.19,1.237,,253.2,9
2021-05-16,ARE,United Arab Emirates,1349,1389.19,1.222,,155.8,7
2021-05-17,ARE,United Arab Emirates,1344,1384.01,1.177,,280.1,4
2021-05-18,ARE,United Arab Emirates,1338,1378.65,1.029,,,7
2021-05-19,ARE,United Arab Emirates,1332,1369.62,1.175,57.0,137.4,7
2021-05-20,ARE,United Arab Emirates,1326,1358.57,1.076,18.7,,10
2021-05-21,ARE,United Arab Emirates,1319,1352.67,1.165,,58.3,5
2021-05-22,ARE,United Arab Emirates,1313,1331.92,1.139,,,6
2021-05-23,ARE,United Arab Emirates,1309,1326.09,1.027,63.6,53.5,11
2021-05-24,ARE,United Arab Emirates,1299,1319.67,1.032,44.0,101.7,9
2021-05-25,ARE,United Arab Emirates,1292,1313.07,1.154,,34.0,11
2021-05-26,ARE,United Arab Emirates,1287,1306.61,1.093,64.6,,4
2021-05-27,ARE,United Arab Emirates,1303,1303.34,1.029,,,7
2021-05-28,ARE,United Arab Emirates,1330,1304.84,1.017,,173.9,6
2021-05-29,ARE,United Arab Emirates,1304,1303.64,1.076,59.4,116.6,9
2021-05-30,ARE,United Arab Emirates,1254,1295.78,1.261,,,6
2021-05-31,ARE,United Arab Emirates,1245,1288.16,1.048,,237.1,9
2021-06-01,ARE,United Arab Emirates,1266,1284.51,1.096,,156.0,12
2021-06-02,ARE,United Arab Emirates,1229,1276.26,1.105,29.7,,8
2021-06-03,ARE,United Arab Emirates,1220,1264.47,0.979,45.1,129.2,8
2021-06-04,ARE,United Arab Emirates,1330,1264.54,0.912,,,5
2021-06-05,ARE,United Arab Emirates,1202,1250.02,0.983,,,3
2021-06-06,ARE,United Arab Emirates,1193,1241.41,1.107,,,4
2021-06-07,ARE,United Arab Emirates,1184,1232.64,1.088,,167.0,4
2021-06-08,ARE,United Arab Emirates,1217,1225.66,1.147,,220.6,3
2021-06-09,ARE,United Arab Emirates,1165,1216.58,1.083,23.8,,4
2021-06-10,ARE,United Arab Emirates,1157,1207.54,1.06,,200.6,5
2021-06-11,ARE,United Arab Emirates,1194,1188.1,1.007,,174.0,11
2021-06-12,ARE,United Arab Emirates,1136,1178.55,1.153,,186.9,5
2021-06-13,ARE,United Arab Emirates,1129,1169.41,0.969,,,6
2021-06-14,ARE,United Arab Emirates,1191,1170.44,0.947,90.2,120.5,3
2021-06-15,ARE,United Arab Emirates,1105,1154.35,1.112,,,9
2021-06-16,ARE,United Arab Emirates,1094,1144.19,0.919,,,7
2021-06-17,ARE,United Arab Emirates,1083,1133.68,1.29,,,4
2021-06-18,ARE,United Arab Emirates,1072,1116.31,1.054,,,6
2021-06-19,ARE,United Arab Emirates,1061,1105.71,1.077,,212.8,9
2021-06-20,ARE,United Arab Emirates,1050,1094.4,0.958,,,5
2021-06-21,ARE,United Arab Emirates,1039,1072.63,1.005,,241.1,6
2021-06-22,ARE,United Arab Emirates,1027,1061.6,0.99,,,6
2021-06-23,ARE,United Arab Emirates,1016,1050.44,0.976,,,6
2021-06-24,ARE,United Arab Emirates,1015,1040.69,1.09,,252.4,6
2021-06-25,ARE,United Arab Emirates,1038,1035.75,0.978,22.0,264.9,5
2021-06-26,ARE,United Arab Emirates,1033,1031.71,1.122,,,8
2021-06-27,ARE,United Arab Emirates,1001,1024.67,1.283,,,6
2021-06-28,ARE,United Arab Emirates,956,1012.83,0.984,,,7
2021-06-29,ARE,United Arab Emirates,944,1000.85,1.026,,,9
2021-06-30,ARE,United Arab Emirates,1050,1005.71,1.045,38.2,98.8,6
2021-07-01,ARE,United Arab Emirates,969,999.17,1.185,,56.6,4
2021-07-02,ARE,United Arab Emirates,906,980.31,0.993,89.1,,4
2021-07-03,ARE,United Arab Emirates,972,971.59,0.915,,190.1,2
2021-07-04,ARE,United Arab Emirates,880,954.32,0.868,,168.2,5
2021-07-05,ARE,United Arab Emirates,867,941.59,0.985,79.6,,5
2021-07-06,ARE,United Arab Emirates,924,938.72,0.943,,,4
2021-07-07,ARE,United Arab Emirates,840,908.8,1.186,,221.5,8
2021-07-08,ARE,United Arab Emirates,827,888.47,1.158,,196.4,3
2021-07-09,ARE,United Arab Emirates,861,882.0,0.875,76.8,,5
2021-07-10,ARE,United Arab Emirates,801,857.6,0.904,,,4
2021-07-11,ARE,United Arab Emirates,792,845.09,0.979,40.3,,2
2021-07-12,ARE,United Arab Emirates,772,831.57,1.108,,105.9,3
2021-07-13,ARE,United Arab Emirates,758,807.97,0.971,83.7,,5
2021-07-14,ARE,United Arab Emirates,744,794.23,0.897,,,6
2021-07-15,ARE,United Arab Emirates,730,780.39,0.952,32.4,238.5,3
2021-07-16,ARE,United Arab Emirates,716,759.73,0.892,,183.8,3
2021-07-17,ARE,United Arab Emirates,702,745.49,1.012,39.4,157.7,5
2021-07-18,ARE,United Arab Emirates,687,730.44,0.877,,,4
2021-07-19,ARE,United Arab Emirates,673,716.2,0.894,,,3
2021-07-20,ARE,United Arab Emirates,658,701.87,1.058,,,1
2021-07-21,ARE,United Arab Emirates,678,692.34,0.861,,,4
2021-07-22,ARE,United Arab Emirates,648,680.61,0.79,,299.0,4
2021-07-23,ARE,United Arab Emirates,614,666.01,0.941,59.3,,3
2021-07-24,ARE,United Arab Emirates,611,653.02,0.892,50.9,,0
2021-07-25,ARE,United Arab Emirates,597,640.2,0.976,,,3
2021-07-26,ARE,United Arab Emirates,569,625.34,0.953,0.0,,5
2021-07-27,ARE,United Arab Emirates,553,610.41,0.915,,143.2,1
2021-07-28,ARE,United Arab Emirates,565,594.27,0.909,,,4
2021-07-29,ARE,United Arab Emirates,533,577.87,0.838,27.0,,1
2021-07-30,ARE,United Arab Emirates,610,577.3,0.916,57.7,,3
2021-07-31,ARE,United Arab Emirates,573,571.93,0.993,45.9,,1
2021-08-01,ARE,United Arab Emirates,523,561.33,0.804,,,1
2021-08-02,ARE,United Arab Emirates,461,545.95,0.897,81.5,163.0,2
2021-08-03,ARE,United Arab Emirates,445,530.51,,,188.0,2
2021-08-04,ARE,United Arab Emirates,430,511.22,,,85.3,3
2021-08-05,ARE,United Arab Emirates,428,496.16,,,158.0,5
2021-08-06,ARE,United Arab Emirates,398,465.93,,41.0,239.5,2
2021-08-07,ARE,United Arab Emirates,382,438.67,,53.9,303.7,1
2021-08-08,ARE,United Arab Emirates,366,416.25,,34.8,,2
2021-08-09,ARE,United Arab Emirates,350,400.45,,,,3
2021-08-10,ARE,United Arab Emirates,374,390.29,,,,0
2021-08-11,ARE,United Arab Emirates,318,374.38,,,88.3,1
2021-08-12,ARE,United Arab Emirates,316,358.33,,,247.3,4
2021-08-13,ARE,United Arab Emirates,425,362.21,0.937,,142.1,4
2021-08-14,ARE,United Arab Emirates,270,346.17,0.838,37.4,,0
2021-08-15,ARE,United Arab Emirates,254,330.08,0.731,,163.8,4
2021-08-16,ARE,United Arab Emirates,237,313.95,0.862,,,1
2021-08-17,ARE,United Arab Emirates,221,292.08,0.945,,,2
2021-08-18,ARE,United Arab Emirates,243,281.31,0.909,,,2
2021-08-19,ARE,United Arab Emirates,244,271.07,0.923,,,3
2021-08-20,ARE,United Arab Emirates,211,240.43,0.793,46.1,,0
2021-08-21,ARE,United Arab Emirates,156,224.13,0.806,,,1
2021-08-22,ARE,United Arab Emirates,261,225.19,0.878,35.1,,1
2021-08-23,ARE,United Arab Emirates,123,208.84,0.771,,211.2,1
2021-08-24,ARE,United Arab Emirates,107,192.47,0.771,,279.7,0
2021-08-25,ARE,United Arab Emirates,99,171.86,0.849,,88.8,0
2021-08-26,ARE,United Arab Emirates,78,148.19,0.892,44.3,,0
2021-08-27,ARE,United Arab Emirates,82,129.74,0.792,44.9,112.2,0
2021-08-28,ARE,United Arab Emirates,120,124.58,0.692,,81.8,0
2021-08-29,ARE,United Arab Emirates,24,90.75,0.732,,,1
2021-08-30,ARE,United Arab Emirates,13,75.1,0.822,,,0
2021-08-31,ARE,United Arab Emirates,8,60.98,0.821,,,0
2021-09-01,ARE,United Arab Emirates,54,54.56,0.829,37.0,,0
2021-09-02,ARE,United Arab Emirates,41,49.22,0.861,,77.4,1
2021-09-03,ARE,United Arab Emirates,57,45.73,0.813,,184.3,0
2021-09-04,ARE,United Arab Emirates,101,43.03,0.842,,,0
2021-09-05,ARE,United Arab Emirates,142,59.84,0.814,,214.0,1
2021-09-06,ARE,United Arab Emirates,107,73.14,0.937,,52.5,1
2021-09-07,ARE,United Arab Emirates,141,92.18,0.969,,128.8,0
2021-09-08,ARE,United Arab Emirates,139,104.43,0.71,40.9,,1
2021-09-09,ARE,United Arab Emirates,203,127.64,0.807,53.6,242.9,1
2021-09-10,ARE,United Arab Emirates,172,144.06,0.839,,,1
2021-09-11,ARE,United Arab Emirates,254,165.88,0.813,38.9,187.0,1
2021-09-12,ARE,United Arab Emirates,205,174.88,,,,0
2021-09-13,ARE,United Arab Emirates,221,191.25,,,,0
2021-09-14,ARE,United Arab Emirates,290,212.54,,,255.4,0
2021-09-15,ARE,United Arab Emirates,254,228.86,,,,1
2021-09-16,ARE,United Arab Emirates,270,238.39,,,,3
2021-09-17,ARE,United Arab Emirates,287,254.77,,,,1
2021-09-18,ARE,United Arab Emirates,302,261.71,,,168.6,2
2021-09-19,ARE,United Arab Emirates,359,283.79,,56.0,,0
2021-09-20,ARE,United Arab Emirates,379,306.33,,,311.5,1
2021-09-21,ARE,United Arab Emirates,355,315.64,,,,2
2021-09-22,ARE,United Arab Emirates,366,331.72,,,,0
2021-09-23,ARE,United Arab Emirates,397,349.82,,,,2
2021-09-24,ARE,United Arab Emirates,406,366.89,,,,3
2021-09-25,ARE,United Arab Emirates,442,386.91,,14.5,,3
2021-09-26,ARE,United Arab Emirates,430,396.94,,,,4
2021-09-27,ARE,United Arab Emirates,445,406.42,,,124.6,2
2021-09-28,ARE,United Arab Emirates,486,425.18,0.952,,329.2,2
2021-09-29,ARE,United Arab Emirates,539,449.85,0.817,,,0
2021-09-30,ARE,United Arab Emirates,540,470.39,0.848,,,3
2021-10-01,ARE,United Arab Emirates,512,485.43,0.867,,87.5,2
2021-10-02,ARE,United Arab Emirates,523,496.94,0.845,,,3
2021-10-03,ARE,United Arab Emirates,558,515.34,0.712,,,2
2021-10-04,ARE,United Arab Emirates,553,530.79,0.994,,86.8,6
2021-10-05,ARE,United Arab Emirates,569,542.53,1.047,66.3,217.5,4
2021-10-06,ARE,United Arab Emirates,659,559.72,0.773,,280.8,3
2021-10-07,ARE,United Arab Emirates,619,570.93,1.052,57.4,,4
2021-10-08,ARE,United Arab Emirates,614,585.51,0.921,57.9,,6
2021-10-09,ARE,United Arab Emirates,670,606.53,1.057,,192.7,3
2021-10-10,ARE,United Arab Emirates,708,627.85,0.942,,,1
2021-10-11,ARE,United Arab Emirates,658,642.79,0.955,,,7
2021-10-12,ARE,United Arab Emirates,673,657.64,0.982,49.0,,5
2021-10-13,ARE,United Arab Emirates,687,661.63,0.869,,,2
2021-10-14,ARE,United Arab Emirates,750,680.33,1.071,49.0,348.4,8
2021-10-15,ARE,United Arab Emirates,765,701.89,0.843,84.1,217.9,7
2021-10-16,ARE,United Arab Emirates,799,720.38,0.918,74.9,172.3,4
2021-10-17,ARE,United Arab Emirates,795,732.81,1.014,,,2
2021-10-18,ARE,United Arab Emirates,758,747.14,0.914,,,1
2021-10-19,ARE,United Arab Emirates,786,763.39,1.046,42.7,,8
2021-10-20,ARE,United Arab Emirates,786,777.53,1.109,,,5
2021-10-21,ARE,United Arab Emirates,800,784.68,1.076,,237.0,3
2021-10-22,ARE,United Arab Emirates,822,792.89,0.784,81.3,,5
2021-10-23,ARE,United Arab Emirates,869,802.8,0.994,,,4
2021-10-24,ARE,United Arab Emirates,840,809.33,1.087,45.1,,3
2021-10-25,ARE,United Arab Emirates,854,822.96,0.856,44.0,322.2,2
2021-10-26,ARE,United Arab Emirates,876,835.77,1.063,,,4
2021-10-27,ARE,United Arab Emirates,1012,868.07,1.061,82.5,,4
2021-10-28,ARE,United Arab Emirates,893,881.37,0.876,,,8
2021-10-29,ARE,United Arab Emirates,908,893.68,1.084,,231.1,4
2021-10-30,ARE,United Arab Emirates,1008,913.52,1.031,,,7
2021-10-31,ARE,United Arab Emirates,961,930.69,1.072,,93.4,6
2021-11-01,ARE,United Arab Emirates,954,945.09,0.914,,172.0,4
2021-11-02,ARE,United Arab Emirates,978,959.68,1.029,,,8
2021-11-03,ARE,United Arab Emirates,981,955.19,0.847,,230.3,2
2021-11-04,ARE,United Arab Emirates,980,967.67,0.793,,,7
2021-11-05,ARE,United Arab Emirates,992,979.69,1.038,38.2,152.2,9
2021-11-06,ARE,United Arab Emirates,1099,992.67,1.137,33.3,,4
2021-11-07,ARE,United Arab Emirates,1025,1001.87,1.055,,,4
2021-11-08,ARE,United Arab Emirates,1032,1013.01,1.027,,,7
2021-11-09,ARE,United Arab Emirates,1039,1021.7,1.017,,,5
2021-11-10,ARE,United Arab Emirates,1089,1037.2,0.945,,234.3,6
2021-11-11,ARE,United Arab Emirates,1188,1066.91,1.02,27.9,,9
2021-11-12,ARE,United Arab Emirates,1099,1082.09,1.088,54.4,97.7,7
2021-11-13,ARE,United Arab Emirates,1083,1079.92,1.005,,,3
2021-11-14,ARE,United Arab Emirates,1094,1089.77,1.127,,133.3,9
2021-11-15,ARE,United Arab Emirates,1158,1107.74,1.075,,,3
2021-11-16,ARE,United Arab Emirates,1115,1118.62,1.09,,,3
2021-11-17,ARE,United Arab Emirates,1168,1129.87,1.15,,,6
2021-11-18,ARE,United Arab Emirates,1136,1122.34,1.012,53.9,151.1,9
2021-11-19,ARE,United Arab Emirates,1146,1129.05,1.133,39.4,,5
2021-11-20,ARE,United Arab Emirates,1187,1143.84,1.032,,,6
2021-11-21,ARE,United Arab Emirates,1229,1163.07,1.107,,,10
2021-11-22,ARE,United Arab Emirates,1175,1165.43,1.012,63.6,214.9,4
2021-11-23,ARE,United Arab Emirates,1184,1175.29,0.989,,,7
2021-11-24,ARE,United Arab Emirates,1193,1178.91,1.092,,351.2,4
2021-11-25,ARE,United Arab Emirates,1202,1188.46,0.897,,,3
2021-11-26,ARE,United Arab Emirates,1211,1197.86,1.059,32.3,261.5,6
2021-11-27,ARE,United Arab Emirates,1220,1202.61,0.931,,151.3,8
2021-11-28,ARE,United Arab Emirates,1229,1202.62,1.173,74.6,,2
2021-11-29,ARE,United Arab Emirates,1277,1217.29,1.203,37.3,,5
2021-11-30,ARE,United Arab Emirates,1245,1226.06,1.014,59.2,,2
2021-12-01,ARE,United Arab Emirates,1308,1242.38,,8.3,,4
2021-12-02,ARE,United Arab Emirates,1262,1250.83,,,,8
2021-12-03,ARE,United Arab Emirates,1269,1259.11,,,168.2,6
2021-12-04,ARE,United Arab Emirates,1303,1270.91,,31.8,,3
2021-12-05,ARE,United Arab Emirates,1284,1278.87,,31.3,227.8,7
2021-12-06,ARE,United Arab Emirates,1292,1280.9,,,,9
2021-12-07,ARE,United Arab Emirates,1299,1288.53,,,228.5,3
2021-12-08,ARE,United Arab Emirates,1314,1289.39,,46.3,,6
2021-12-09,ARE,United Arab Emirates,1313,1296.67,,5.2,,9
2021-12-10,ARE,United Arab Emirates,1327,1304.85,,,,10
2021-12-11,ARE,United Arab Emirates,1326,1308.1,,,,6
2021-12-12,ARE,United Arab Emirates,1365,1319.68,,,,4
2021-12-13,ARE,United Arab Emirates,1338,1326.27,1.165,,309.0,8
2021-12-14,ARE,United Arab Emirates,1351,1333.8,1.206,,331.2,9
2021-12-15,ARE,United Arab Emirates,1478,1357.27,1.21,,,4
2021-12-16,ARE,United Arab Emirates,1355,1363.34,1.416,,,10
2021-12-17,ARE,United Arab Emirates,1430,1378.09,0.969,,,3
2021-12-18,ARE,United Arab Emirates,1366,1383.81,1.084,57.7,,12
2021-12-19,ARE,United Arab Emirates,1371,1384.53,1.303,52.8,,6
2021-12-20,ARE,United Arab Emirates,1375,1389.89,1.123,,156.1,4
2021-12-21,ARE,United Arab Emirates,1380,1393.97,1.25,,353.9,7
2021-12-22,ARE,United Arab Emirates,1395,1382.07,1.187,54.3,138.0,4
2021-12-23,ARE,United Arab Emirates,1403,1388.96,1.377,,,6
2021-12-24,ARE,United Arab Emirates,1393,1383.68,1.058,128.5,162.3,9
2021-12-25,ARE,United Arab Emirates,1397,1388.14,1.294,8.3,42.0,10
2021-12-26,ARE,United Arab Emirates,1427,1396.19,1.35,,,10
2021-12-27,ARE,United Arab Emirates,1446,1406.23,1.076,44.3,,6
2021-12-28,ARE,United Arab Emirates,1407,1410.14,1.258,,202.3,6
2021-12-29,ARE,United Arab Emirates,1411,1412.41,1.086,,,4
2021-12-30,ARE,United Arab Emirates,1414,1413.88,1.188,,,10
2021-12-31,ARE,United Arab Emirates,1441,1420.71,1.162,,,12
2022-01-01,ARE,United Arab Emirates,1419,1423.88,0.95,56.6,228.9,12
2022-01-02,ARE,United Arab Emirates,1421,1423.09,1.236,,,3
2022-01-03,ARE,United Arab Emirates,1425,1420.16,1.21,,197.5,5
2022-01-04,ARE,United Arab Emirates,1426,1422.77,1.346,,201.4,9
2022-01-05,ARE,United Arab Emirates,1428,1425.2,1.262,27.4,237.8,8
2022-01-06,ARE,United Arab Emirates,1434,1428.14,1.432,,,7
2022-01-07,ARE,United Arab Emirates,1431,1426.73,1.217,,247.4,7
2022-01-08,ARE,United Arab Emirates,1457,1432.16,1.198,39.3,,5
2022-01-09,ARE,United Arab Emirates,1433,1433.84,1.193,,,5
2022-01-10,ARE,United Arab Emirates,1434,1435.11,,35.4,,3
2022-01-11,ARE,United Arab Emirates,1435,1436.41,,,,9
2022-01-12,ARE,United Arab Emirates,1476,1443.33,,63.7,201.8,10
2022-01-13,ARE,United Arab Emirates,1436,1443.55,,87.0,,4
2022-01-14,ARE,United Arab Emirates,1448,1445.96,,,,8
2022-01-15,ARE,United Arab Emirates,1448,1444.73,,,,10
2022-01-16,ARE,United Arab Emirates,1518,1456.85,,52.0,193.7,4
2022-01-17,ARE,United Arab Emirates,1435,1457.01,,,153.7,6
2022-01-18,ARE,United Arab Emirates,1435,1456.99,,35.6,161.5,7
2022-01-19,ARE,United Arab Emirates,1434,1450.96,,,,9
2022-01-20,ARE,United Arab Emirates,1433,1450.56,,,,7
2022-01-21,ARE,United Arab Emirates,1520,1460.9,,,193.0,7
2022-01-22,ARE,United Arab Emirates,1430,1458.31,,51.8,,8
2022-01-23,ARE,United Arab Emirates,1429,1445.59,,,,5
2022-01-24,ARE,United Arab Emirates,1493,1453.83,,47.7,51.9,9
2022-01-25,ARE,United Arab Emirates,1425,1452.48,,54.3,,4
2022-01-26,ARE,United Arab Emirates,1461,1456.35,,,145.7,3
2022-01-27,ARE,United Arab Emirates,1421,1454.63,,,,10
2022-01-28,ARE,United Arab Emirates,1481,1449.02,,67.4,,5
2022-01-29,ARE,United Arab Emirates,1416,1446.92,,,,1
2022-01-30,ARE,United Arab Emirates,1413,1444.63,,32.2,,2
2022-01-31,ARE,United Arab Emirates,1410,1432.76,,,264.2,7
2022-02-01,ARE,United Arab Emirates,1455,1437.04,,,269.0,10
2022-02-02,ARE,United Arab Emirates,1403,1428.79,1.375,79.5,,7
2022-02-03,ARE,United Arab Emirates,1400,1425.76,1.229,,,7
2022-02-04,ARE,United Arab Emirates,1463,1423.25,1.206,,0.0,4
2022-02-05,ARE,United Arab Emirates,1500,1435.25,1.136,,135.2,7
2022-02-06,ARE,United Arab Emirates,1421,1436.46,1.09,,,8
2022-02-07,ARE,United Arab Emirates,1383,1432.69,1.361,,,8
2022-02-08,ARE,United Arab Emirates,1379,1421.79,1.262,40.7,,4
2022-02-09,ARE,United Arab Emirates,1374,1417.65,1.359,,198.2,11
2022-02-10,ARE,United Arab Emirates,1374,1414.05,1.437,,144.9,8
2022-02-11,ARE,United Arab Emirates,1364,1399.93,1.378,56.5,,2
2022-02-12,ARE,United Arab Emirates,1387,1383.79,1.234,,261.3,13
2022-02-13,ARE,United Arab Emirates,1454,1388.45,1.304,,,1
2022-02-14,ARE,United Arab Emirates,1384,1388.52,1.23,0.0,,6
2022-02-15,ARE,United Arab Emirates,1342,1383.3,1.223,46.3,,3
2022-02-16,ARE,United Arab Emirates,1363,1381.66,1.33,,166.8,5
2022-02-17,ARE,United Arab Emirates,1411,1386.93,1.215,,,8
2022-02-18,ARE,United Arab Emirates,1402,1392.38,1.079,,,12
2022-02-19,ARE,United Arab Emirates,1317,1382.5,1.213,,,3
2022-02-20,ARE,United Arab Emirates,1336,1365.71,1.273,,,4
2022-02-21,ARE,United Arab Emirates,1304,1354.29,1.457,,,3
2022-02-22,ARE,United Arab Emirates,1337,1353.59,1.258,,214.5,5
2022-02-23,ARE,United Arab Emirates,1309,1345.93,1.36,,,9
2022-02-24,ARE,United Arab Emirates,1283,1327.54,1.294,,215.6,11
2022-02-25,ARE,United Arab Emirates,1275,1309.34,1.435,72.7,,6
2022-02-26,ARE,United Arab Emirates,1277,1303.61,1.43,,,8
2022-02-27,ARE,United Arab Emirates,1260,1292.64,1.434,,,1
2022-02-28,ARE,United Arab Emirates,1281,1289.3,1.144,,,5
2022-03-01,ARE,United Arab Emirates,1243,1275.87,1.34,,,5
2022-03-02,ARE,United Arab Emirates,1235,1265.31,1.397,28.9,,3
2022-03-03,ARE,United Arab Emirates,1294,1266.9,1.361,,260.0,6
2022-03-04,ARE,United Arab Emirates,1218,1258.74,1.388,,222.3,11
2022-03-05,ARE,United Arab Emirates,1238,1253.1,1.332,,,5
2022-03-06,ARE,United Arab Emirates,1200,1244.61,1.254,38.6,,6
2022-03-07,ARE,United Arab Emirates,1295,1246.68,1.16,,,9
2022-03-08,ARE,United Arab Emirates,1182,1237.88,1.267,,,6
2022-03-09,ARE,United Arab Emirates,1177,1229.59,1.601,,,8
2022-03-10,ARE,United Arab Emirates,1172,1212.17,1.286,,223.8,9
2022-03-11,ARE,United Arab Emirates,1183,1207.23,1.14,,,6
